Unnamed: 0,v_0,activos,pasivo,patrimonio,estado_civil
4394,0d5156724e25bc3c8ca330c896e7923e8ee1bb3d9755260446668b3e38dc84fc,844207601.4891334,77253239.86865278,-420304235.9939838,2
5798,3046965eef14ab7b98846995bb7def3943da5be5d2208460d16e219c7861167b,404545734.61799866,-104546110.84158592,621693016.3464054,2
459,75804a1a5ef4f37662f3f502381a0f46f1b3042aafdfc833b52d22ae1678b9af,1602223519.2249236,216750096.72260574,34101287.19890686,2
3335,26f54fd1e5258125e24bed8d791ab6f9b32aa0e048fa3ee44c13aa6a92ab718b,282281611.8671018,-169787839.32690606,374537322.818511,1
3902,0dffc68028607af055cc6e7687332d9adea3510e6176d2e694da49da2f9ef431,-769700887.7415397,-369915439.2652136,584516421.3766246,2
4157,708222f59f9496e75114813593443ae70fb50a1da40c6e67de205d55f2e086a4,1119977915.4950361,497048041.8228127,-100427127.08346656,2
2828,65850c01bc2c73c43975ba9d1c36fe96bab3ca677a936a1d16b771dcee954cfc,1142146084.0183501,510592369.4752061,-38248714.094489954,0
624,db02b9b0c23ccf726ac52b848ac91de3520c7566a4731a8a9958dbcfff171bc1,-162372914.0575598,2056187507.2440164,118253106.38039383,2
343,476c5657250a9522a23cf49158e2f439a5f2d3bbea592e3410347262bb3cfe80,67851869.67797177,274490949.5704314,-1279777.687395471,1
5988,1c2fbb3df424de1ddc981955eda5d001dd1e281cf85ca58fd7cb7dbbfa4b670b,249088566.2782161,386167154.11360633,289441059.99405414,0
204,70297f20c56c38a28a45dc3d653e9f9daec5c946f80d6996998162d2ef5b172b,1205857215.2831836,-57874339.89767323,323681939.9614047,6
1865,195579bf1b6e24f9f33d2881a86cb8b6172c5028442b053f0f8b54f93dc6d9fc,745288273.9652816,249690036.07172945,397831386.9326291,1
1990,fc8c47f47241e59622fa3d986970adc3d9c51e66a7ad96ed77677a5c7b3f8b0a,-461426621.95686984,-39481311.58775592,64062572.34282385,0
2673,e0c992fb82bd92a1b5e24dca687c1f4a981cea60cb50cda95fe7e625ac784e90,342263359.62443364,1183112938.4895973,1093003954.4198847,0
1706,ec83c84fe572f69100af41cb02cfeebba3579394f9f846ac6a3e35e53266f9bd,146707351.2384942,463587900.7439547,41104979.73638337,2
743,ba6e7cd3113e2fce291220fc9c0b7168811259c4d31e45a4b2cfe5e57d02790f,2812017525.235834,214887178.18438286,171256667.32597446,0
1826,22e5da5064ea47bf27ad35bc244820e887af68bb4359c542009ba345e7e376ef,569583135.5980389,-118431948.55048159,40810176.02063438,0
1221,4d8dea3ae0f14fbe306556de63d7722bf98f8cfd48c9e210b6dc515d904e2966,307305497.9965108,-130147731.94244394,-73936867.35023987,5
1333,a935a58795a740c0e81db41ea67324298146a6243f9a117a238e76af7d9dd23b,30312847.844407048,-44697093.282059245,-86153353.559159,4
5303,45849877733f58af257f532a2479db5be908479ebba2d9df0fa9f03884dede39,-507816144.1592388,354903695.0527432,31169804.123138797,5
5896,ee9924d2764fb7bf4979aeca6e941db7fbd135c858ecae6e83c56bf4839f7afb,9850041.598703772,-55709817.08266627,-97791725.10223033,0
4900,b5eeff877bd5e7c5fb9ea54c603171a2b9292f55c16d8b3561455c3db9ee8bf5,-111737205.37873033,102654598.95244712,-284976757.5924508,3
2565,4b1d742c3c884b9f0ad3728e58a56b4cf852750e1e42f698d212bb3889a51329,1006848338.9055679,338281834.1543322,-675399661.3114685,2
1019,a07435d577d077db46386b1eda4f7f4cfb6888443848016197e194991c2f4ebe,-174320151.25336125,247035395.6752282,442094116.3893715,2
4547,3d665769ecb6583b428bcee040ca9074aa77ee4c314a3c6e1904fe51a8268359,-318338994.73478454,183028876.0733781,279877444.475304,4
4060,151ef221647fcfa9561e87c066b762b44744c50b9471986f9e1dd452fb5fcd70,-2173604.2052188283,188918920.07009694,323467602.3957773,2
1163,ed30b6b2c1bc1f1fe2513cfebf4e94a8627ab52056b701b3640ea46813ca62d9,304882326.93573624,-48972647.82329512,74132920.36823481,1
3634,9e67d09f348a62844e7154a8f6e421e81587f8a276dd908cab378f75b7599f03,995949962.6178347,-100610248.97441293,168483642.26719555,0
1128,0993dbc65171f9a0208d51e9f82f8b5efaf040449cc74b1884ad9c5b0d757d54,96587490.59628077,23289945.774217997,827709326.8754944,2
567,347654b47ee4e9db601041d2ac540bcbdf3f80cc67f45a3dd18a24ca1387cdf3,158590902.80104712,-134338649.63394693,866297455.5248733,1
3800,f1af7b24f6e3113dd7ee60fbe63e67f08cd2a16ad18bbc94607a6b22219e8f7f,-612535861.3440943,328590055.9206069,-73710037.09461357,3
3198,2786615730edfe65358f324496bd2ddfbff8bc786acafe91d92d59054a42ffd9,234821153.93838298,322367273.70219576,243264122.25291064,3
1125,5d735db7a5c10da568db4a3f8605a29c66c382464e55e340d2f041c9f5d7e8db,199073606.752788,-236248319.55167696,-9901067.13454003,3
3667,70f11a7502f9013e9498e035962d20a61ec54837f70b62ab629a233af86152b1,145112614.30557695,-185945175.6163369,1082329727.0188377,2
4846,2200ea4c76c5570ef7fffa50b9f38b18170e069f06d2f8d42f6f33ed57829403,-296902702.34745616,561909098.2681015,325432201.9956144,2
3917,b596d8b1d741f820a7472dc8ae0cc846f3321e9b88ec8749cbdf1828bb29fbed,1568930083.0943801,123447768.63534962,185601679.44863725,2
2726,0eb536225fbbbe0d540ec526d0d1d42009005b1722a4fb0928740085f4aac513,-55993136.82147477,-379287848.0924972,2253082105.7680774,1
4744,7607c438376daf39f83b0b8b781477590b0d31da93a9a41d3b8ad95867b4253c,-208218674.3528867,-192237740.17288372,784800363.2948753,6
1806,670b273674898feaef1daac399bd8b14022ebf9072bee6233862cec561858ce1,-114997137.56312715,343928788.93754286,-643739135.1734334,2
5223,f9ce80583c6fcad005651e623de63c37d0de908d3914ca0a518060848f964168,-257853507.13020003,-427604069.0116551,-301554432.38719803,2
5932,79969bc8c8ac34d1127a3706a49ba2e25383376d2145f1658c386cdb8e4e5a8c,112884362.88987342,623384485.7751236,247259488.21055862,2
2817,b18920813997b78a0d0041599e7a9ae158c763afabd8befe4f4efe4dfef8c9ce,-673463243.9471585,698239612.0840108,-123181776.68925402,2
3191,5cbbb8602d0337e38fd375a9d3457836b383860fa972295386a2696de96a9e8d,1017675557.7142774,651468212.5546076,13242985.295353755,3
3982,9f23109d0436c3a946000d4c6c29ccd0a1ba1e73d1ff0e5c1f87783b4cd26c05,1939850568.477489,428017652.8556922,-329413512.43762106,0
2097,f6b76c80255f2610257b47756deb691a6d671a570290e898c6ec967dc0f1771e,57873071.80325101,681440934.448956,-190334819.09413517,1
1452,d51c83e86ad4fbba3560c36511b6d056ee304af8d1e6803033d0b6f6fc4f67a1,1168992675.9583194,-15297102.27793267,-123102017.92459135,0
5031,b2dddfc2fce32f09bdd5f63de2ed6ce5ec9080ff6a3e664c5f9d8a213e23bea8,-610213393.7218109,692056412.5461935,485827686.467757,2
17,30633c1e4f5a89db4dde0724015209e1c1f546b411739413340fe0e6feb4c849,515775379.17518705,-309897118.0227589,558423691.2097344,3
3492,1c9e251f11da652da53da3255bb408def689afe64557adac1998bfba0c541dbe,850738352.3834211,183120479.11884445,149347872.68878907,0
3488,c9471b7d1f1763c30cf48c63c320a0efbc98294adf915194f3e4fe53e9211d5f,271963096.6745134,-131976905.09269579,-69827236.9105552,4
4276,004ef095cf44493f171883c13e0be387cd09bbabf8c9c34231d3a8c702f669d7,-513825004.642531,661850103.1073263,267992909.00342497,0
1220,7a4dfdd67142884cd8175ec69ef99a21a93f65973e15c66392b3ef0c2fcc51f5,-413818166.6814981,721752797.6751018,-139480442.09161544,3
1195,3179eca40195e0fee541a09a518cb8bcc6c8576b75c6da2c9d9ed59497d1d69f,683336777.5821215,710794776.1185797,-236292097.69383678,1
3795,270e24e4c1e9ce9fbdc5a26c889e45a536e227479b2cb349d6482fa3649abeee,470434407.133696,267240352.06775984,685989362.2471308,3
5799,9143a6e64cb5b0d1b0332fa0e85f04f02682e051918fcd73fdf875df9da5d2dd,886841948.5280225,174541698.97380286,-388199340.1639594,0
5490,38d8f467fe6aab26d5e69950403990e6738883e0417c1112bb7e32398d65bd7f,-465850955.4909928,44478394.17194388,-229386927.97286022,2
3975,6cc42e59dfa2b6e555c9b8f616aff540c5a12bd0fefd5415c72cf3d6312ffc8a,-112553547.56573014,135813181.52607307,649693129.4809668,2
4780,bdf62c8a60ceedff9dc74193ac0c84647c1ad79e96515070e355198b96759d17,-143747867.85229307,-563246009.8727227,1614119415.8396163,3
5300,d891ccce06cd8ba269dcc6036174144203561df38c4861014f2ce24ff4baf224,-461721549.20255035,130799211.84862424,-226810309.1952126,1
2924,4965aedb9c42fc9007567ee75f1923e5ab283eac406a703111c7a4e1b8f2dbb8,-228040063.19049898,21494874.57098297,553797396.7137159,3
3123,a5b0e8adfe274e187009e03b9e958f158126c69fe81c753d9ea903064e5df6c7,49918967.625517,159697094.8143014,236371214.31501326,0
1953,d406bc926eb7264b5f666fc7afbb74e67c494136cfe2c4463c328b3376f4d2c8,590914348.1587856,-239579011.0740769,-451012489.1446222,2
5426,e3c05227a1598c0729ab53e911f9e26a4ffbc6125f7f03fde1fb5d5f3b6b1486,1000613169.7947321,-81066913.54638371,222484195.95181584,3
2609,0315cf97f13307d3ec002f7878c40a682b90219be8870d8fcc091b132db8a344,496259213.245213,51563930.44674864,-326059710.84667623,1
4694,487d4db85088388bcfd20c16e74f8f301d8c15d4c96f9497041e9869356438ca,-38061509.19400104,341401233.71019197,772706378.7389485,0
5239,d3eeefd1a14784f72caa4b287118cb38d4cc8ca8e5aa71a4f911c881fa3ab84d,1425734202.7057412,-75913273.03524056,1361328778.3566716,3
387,cb8c0287ee0ed1a6c06c8c905155944a0f5ef5551af6c25824378382ead605ec,1590375273.138496,364342365.8643327,65766100.38614377,3
4409,8484bebde0f637507974c8fbb1d7fc1b96e401fca840863740bf83044724820b,521025317.8967757,707978511.8212926,199618823.3949333,2
4618,a2a43fbd6765832ce01f6cca59d52ab5cb43aa0731644d1949d69bda1502fde8,63036870.90667641,1186623442.2762847,-459383369.1473188,4
3990,4e10b1c78e11c356212f9df8037b69c079d6ff4186181f02250bf28e8a308ca8,-361905290.5586513,342377861.3454062,107319897.77719975,6
150,05c05a8affbc14b670c82ccecc0c6b8148265bf684defe37a1a5ff61068904c2,600187338.2296069,-62769593.54482215,326723540.830644,3
2062,ae80774c995187dd21f479119d747d14c6e4cf5f7383f2b080376df268b80227,919593982.910609,-72571909.97794947,-168934495.51680145,3
4665,fc6c45515fa827f1840038e00ecf06b12799f19784349f0da749d97770168495,1073565801.4485953,388282298.0881489,141961074.54984897,2
4109,7659a0437a43d4806d07e54deaf77673716fc1ad2ff007cbef88c785572761fd,-915849086.350792,338890906.11564577,314214617.1338364,3
1436,f79389653780c6d7b9c3f06a69a9af0245fac470577504f352fbe330d944c4cc,897304175.264228,-18374958.780096404,-310788841.52049387,0
510,460bb75cf30c8f5a580cda74ef929dc30a3ccaac68e7cfc6057747804fa38117,532938741.3358853,-122008491.32290736,826040328.2006032,0
301,564755e43ff3857bad24f82baae4e0c068251fd668e641eb9cfecd4fbe6c9cbf,96767958.11120495,605217173.7894895,607005258.1135241,5
919,13ab5c69c70c21f9d8d933321bd7fa10b3ff295bf57079cf250da0e16e1319cf,2584537350.865896,186063559.8271224,222606401.30969647,2
2733,771e3d0d3bddfa7a7c689aaf615850ab3736342ea896cb351bb5c98ad8b49c9b,-463072731.6048285,1407842198.5402513,-165014788.37791413,1
922,c1c7d9902370f0bc8b5bd3e4ec33784e90ccf1e82e2e4cb484807959aff79b9c,-736356158.0368044,531206886.54021835,409244108.9126066,0
3590,cf3093d1e15ecf0b5bd6d644e29e265dad421cb89aad1c6c6519f7d7c3e6ec34,114213650.15031853,1393144291.1098228,62884667.41884898,2
1135,bbabdaa65ba775063b8f02271943478b59451243574fd9a0b9357aa4919cf8f4,1342152847.4653583,-141024210.49186862,177872414.36438093,2
5845,3c1dd89434225db3648b5b8362e4265d8524871f86cefe5ceeaf75d2ba33aead,500700856.87262934,-234237167.00995833,1345266975.1748881,4
5044,2a0e17235d8a20ac0d5cee0390260ec13c4fb4d595f8c0d932cdfe7a4f0b9d9c,-146514300.5511573,-187535538.48402628,119162425.64255501,0
3153,e7e10a6cf759b20882372c94122af2cf8182226ae9208f7cf2bcf47425f15b2a,1037218734.2155807,435597179.291592,6934766.1458127,4
2186,fc01e268d9d72550e0c9ddafe978d16deeeecbca653b9ef57329d68e385f8205,121015291.34537995,182146940.09289882,536705056.1520974,0
2533,5a88752fa8186bd05cf877d6590ceb4cf4e650e3c178e916374a382681745414,633003534.4371957,-24440404.61563247,-93826033.31709264,4
3510,2377f01337089b2fe589f9dc36011e4b7c71ccd866ade152d920da217690bb6d,-719425930.5183079,641352346.2858196,165503189.16094816,3
1636,2fc4614988f80bb6d9ca06efbc0528ff9c5c7a62f6641a3eac189efaaf63b5ad,-53520209.93104837,458754000.06236315,442429054.45399714,3
2702,6e8c2e775593f77b1db1cb6063fc4dbb393b9a1c1982f807c9d5c79c1c911200,675647027.1780608,277605034.9632125,835028473.1770457,5
2784,db048a59a775d9f93410c825dce852ea059c1c746e3d9e7c49680e8ff3044eb4,1199407780.2658238,1229307406.2567568,40145909.81158568,1
5286,8d0889d9358d87c15b71cc7040ed408f21076a06b9337b7394f3504432878d9b,-223099607.89074054,480661065.16284126,276071256.3579062,3
5115,22115b8fe54eb24ec1ee21f2a13f28ad133a1756103d75fd0386be37a3f407e0,-233555437.66715574,1770929.7178338147,162345294.37104562,2
765,18f1e3d483d040ced9f918933ed7d857e582feba01300463f0e45d1cd9c81eee,-199257838.57581428,1314644113.641481,204860057.96796227,4
651,4ee74e15315d83c46256ad244d8eab5a54fb943920099e8d2b695315c9f8eda4,-497695468.1677689,-30483729.49708511,93822657.54212308,0
644,d133eb40b078f9c02ec4ef283dcd34f79a5b718d7b5b050b61e3938d5769fa6c,-39677437.22601395,124667542.30122565,697503077.8130599,0
3536,081d6bd3d92bbb73814519aede4ec7ec38d76804749ffd6af55ddab66d5cda50,96651660.69735116,367813238.1827168,413891580.48716754,3
5186,82e0462fbf7dff78ef2843e31b0095f03c1de0389811963f5b0ab7bc800af481,825242299.7542087,-202132144.8965502,18250561.453890443,1
527,dde0966d3d65b378b9ed48efdd282d6e5a4a7a24c33f8d976d036c9e71ca867a,-99917870.98549342,7037714.224742196,539900647.5104477,4
4173,44edb9ab29c3f578885a99c07634b78ba6bf7069dc24bb037106753078d5eed2,-615440330.8139036,645733925.0315386,327445347.802221,0
5506,1dbea1c74f78f99a12c3565bbf89d79d5887041fcfac86ed7c56c88747fc4fcf,-438022212.9955335,665518543.0406002,54119216.425623514,3
4136,a7cf351bb6948eba4d3c89489042e450dd0f13392af7b36af6b39a0d91031f26,-895915463.2129093,-90608579.72040187,221760967.5329618,3
1889,cb7e79c12fb4ea1714d533580d55cd54c40c025a422a6be472c6c6f93c95e211,-296010614.0544808,-118203467.73600815,-364901098.2089229,4
4911,2bb618b608a628d631e6479d20bee9f285cbaba700c2e7396bdab103457aca5b,132342771.61098163,490617427.90309376,327662960.32916903,1
181,2a1d9e9509f8c3966858161d99c50019c639a39e6214b25066c8e79f893dc43b,282944436.4926749,176662961.25825715,619943458.7813786,1
173,212dc87d288999826adbd9bb213d8daba5c4e9169e55a91b8349d5babbe57141,-439378196.7872659,190776918.6253223,-243117329.20282066,1
4388,3a63eb7398ccd9ce9dd9b2bb0b0f5251e0ed1e801507ded8225c5b7e14f4ca00,-712270601.2945269,299950699.37635297,234560507.1736137,2
4315,897ebfa0cff9b319d87fcae2e60d140646e0b102de90b5bbfa21a5031b64ee2f,58602556.9761391,-262971476.9392256,1100961357.823341,3
737,d2d41941e3352be3c1ed8989eb4e2b32a1377b44ddc6a7ae662a5f7e20bc4e0d,435207604.615056,39520546.27929629,-72295601.23374808,1
2619,d3d8647177a75422f7b9d5736eb49ab8e5f15391cf509459702c894ead77cfa3,521235143.897225,472901772.73351556,-287333798.60566276,0
302,012880a4df3801b19c2ad6164f21579f97db905dc64b40e214f2faa9e783eb6f,-397513475.2921772,190022960.89563203,273285829.39112,2
398,a64a97ca67000223dcb0f4ef3cf91dfe1fea58221033c144c8362cd21782ce15,783745460.7063603,1275972529.158291,-79349156.56329682,1
4262,58da8be4640db03f7d15c193b9bde6c5bf7af8003c9067317fb57f0d13b18ec5,-156735099.95109504,337306856.01425517,-45821016.96669725,2
950,f004e78b0e1aef3fd6840f5bbe9739c108a5d40f3199a6e2f00d0c02e4fab05d,436080536.38126636,-25645007.415858667,3175824343.5230937,3
5810,aaaf375e9577dd117e823e079852b39635048d64c5bd632ce296545969bea613,-265986726.97883847,4442718.731870887,-534980322.2225261,3
30,b064611c0223f4911e9344eb130647a799ffe363d5fe452cb8767d6704a8edab,-233985327.3883788,-491040048.9645493,577439670.2654852,4
4356,6f8d9ff5848e2ce462a4edef2f26b48a2b113b684aa6e72687613ccb65e71358,-104606300.21735568,93829980.40632664,78272212.89670512,1
259,edf97acde8c699b64200644cfe5d617daafd9e514845129ee8e7ede9fb75c30b,14305828.146994293,718504242.6607097,-245888783.1417322,4
49,0874f1957b1e45b0dcca48c737c1b02eb18dc2fc6866a691489938de2e2ae6a4,213278272.04306847,-179692864.64037603,27861771.335317742,4
4760,ba86a3a337f6bde87a45e1cfddb6c7d37dca7b2fd31ce788ffa4c982057a14ec,-336126900.15569526,-326396606.8627445,1167939740.1386542,1
229,d05bbb2b10ebbb43af174f2e3cabbf3cf4da626e8828b77ff667e59aa65c5a9b,-121138230.15012206,156640563.51167905,1232567488.3128815,0
4436,407a73cd6117f147b7b0154abb4a5870e84081674b7ede15dcaabcd82c72ae97,295348926.57835305,996265673.1268849,-193481320.20850354,2
1119,cdaee1974ef89fb78cbf9b787e8c724ad8e105180ef500482d5437421da7762e,1914127341.9039125,942027213.1689026,-41163956.26000921,2
135,fa21eb8f9eef1c57401a326162f507062532079ace179e085f4845619da15714,440653494.78073126,546001872.4625746,846906391.2746679,5
1126,bf6c6799c09739f25e352266be90ee23db6fe09f8c2365803157baebccf43e9c,-150104166.99218166,-178136887.13481545,1132455884.8765798,2
2847,bbe431d88350e1e8b610456d3a7a44a0a00a2f609a6a564eae730c7955f16c6a,242640588.6153714,-331976320.9334204,-108597847.00758667,1
1773,644b7b4e159e20301b03e2759e12127c23d410092255f65b15d65505a6633efd,477591658.24764335,252231110.05165982,410951126.9850346,0
